,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description
2017-03-27 16:00:00,0,286.15,0.0,0.0,40.0,0,2
2017-03-27 17:00:00,0,286.94,0.0,0.0,75.0,0,0
2017-03-27 18:00:00,0,286.21,0.0,0.0,40.0,0,2
2017-03-27 19:00:00,0,286.02,0.0,0.0,20.0,0,3
2017-03-27 20:00:00,0,283.84,0.0,0.0,20.0,0,3
2017-03-27 21:00:00,0,280.35,0.0,0.0,5.0,1,1
2017-03-27 22:00:00,0,278.47,0.0,0.0,1.0,1,1
2017-03-27 23:00:00,0,276.69,0.0,0.0,1.0,1,1
2017-03-28 00:00:00,0,275.89,0.0,0.0,1.0,1,1
2017-03-28 01:00:00,0,275.09,0.0,0.0,1.0,1,1
2017-03-28 02:00:00,0,274.84,0.0,0.0,1.0,1,1
2017-03-28 03:00:00,0,274.02,0.0,0.0,1.0,3,6
2017-03-28 04:00:00,0,273.65,0.0,0.0,1.0,3,6
2017-03-28 05:00:00,0,273.34,0.0,0.0,1.0,3,6
2017-03-28 06:00:00,0,273.15,0.0,0.0,1.0,3,6
2017-03-28 07:00:00,0,272.53,0.0,0.0,20.0,3,6
2017-03-28 08:00:00,0,545.3,0.0,0.0,10.0,10,19
2017-03-28 09:00:00,0,275.33,0.0,0.0,1.0,3,6
2017-03-28 10:00:00,0,279.41,0.0,0.0,5.0,1,1
2017-03-28 11:00:00,0,282.33,0.0,0.0,1.0,1,1
2017-03-28 12:00:00,0,284.35,0.0,0.0,1.0,1,1
2017-03-28 13:00:00,0,285.32,0.0,0.0,1.0,1,1
2017-03-28 14:00:00,0,288.46,0.0,0.0,40.0,0,2
2017-03-28 15:00:00,0,289.02,0.0,0.0,40.0,0,2
2017-03-28 16:00:00,0,289.75,0.0,0.0,1.0,1,1
2017-03-28 17:00:00,0,290.15,0.0,0.0,1.0,1,1
2017-03-28 18:00:00,0,290.02,0.0,0.0,1.0,1,1
2017-03-28 19:00:00,0,289.53,0.0,0.0,1.0,1,1
2017-03-28 20:00:00,0,286.97,0.0,0.0,1.0,1,1
2017-03-28 21:00:00,0,283.16,0.0,0.0,40.0,0,2
2017-03-28 22:00:00,0,280.49,0.0,0.0,1.0,1,1
2017-03-28 23:00:00,0,278.3,0.0,0.0,1.0,1,1
2017-03-29 00:00:00,0,277.36,0.0,0.0,1.0,1,1
2017-03-29 01:00:00,0,276.56,0.0,0.0,1.0,1,1
2017-03-29 02:00:00,0,275.65,0.0,0.0,1.0,1,1
2017-03-29 03:00:00,0,276.09,0.0,0.0,1.0,1,1
2017-03-29 04:00:00,0,276.34,0.0,0.0,1.0,1,1
2017-03-29 05:00:00,0,276.09,0.0,0.0,1.0,1,1
2017-03-29 06:00:00,0,276.15,0.0,0.0,1.0,1,1
2017-03-29 07:00:00,0,275.72,0.0,0.0,1.0,1,1
2017-03-29 08:00:00,0,276.01,0.0,0.0,90.0,0,4
2017-03-29 09:00:00,0,277.66,0.0,0.0,90.0,0,4
2017-03-29 10:00:00,0,279.42,0.0,0.0,90.0,0,4
2017-03-29 11:00:00,0,280.95,0.0,0.0,90.0,0,4
2017-03-29 12:00:00,0,280.69,0.0,0.0,90.0,0,4
2017-03-29 13:00:00,0,282.55,0.0,0.0,40.0,0,2
2017-03-29 14:00:00,0,283.28,0.0,0.0,75.0,0,0
2017-03-29 15:00:00,0,283.55,0.0,0.0,75.0,0,0
2017-03-29 16:00:00,0,283.35,0.0,0.0,90.0,0,4
2017-03-29 17:00:00,0,282.88,0.0,0.0,90.0,6,10
2017-03-29 18:00:00,0,282.35,0.0,0.0,90.0,5,8
2017-03-29 19:00:00,0,563.24,0.0,0.0,180.0,11,18
2017-03-29 20:00:00,0,561.02,0.0,0.0,180.0,11,18
2017-03-29 21:00:00,0,560.16,0.0,0.0,180.0,11,26
2017-03-29 22:00:00,0,559.1,0.0,0.0,80.0,11,19
2017-03-29 23:00:00,0,557.9,0.0,0.0,150.0,11,19
2017-03-30 00:00:00,0,557.5,0.0,0.0,180.0,11,19
2017-03-30 01:00:00,0,557.1,0.0,0.0,180.0,11,25
2017-03-30 02:00:00,0,555.76,0.0,0.0,150.0,11,25
2017-03-30 03:00:00,0,554.96,0.0,0.0,180.0,11,19
2017-03-30 04:00:00,0,277.28,0.0,0.0,90.0,0,4
2017-03-30 05:00:00,0,277.02,0.0,0.0,90.0,4,7
2017-03-30 06:00:00,0,276.81,0.0,0.0,90.0,3,6
2017-03-30 07:00:00,0,276.55,0.0,0.0,90.0,3,6
2017-03-30 08:00:00,0,276.48,0.0,0.0,90.0,0,4
2017-03-30 09:00:00,0,553.1,0.0,0.0,180.0,11,19
2017-03-30 10:00:00,0,277.01,0.0,0.0,90.0,0,4
2017-03-30 11:00:00,0,278.08,0.0,0.0,90.0,0,4
2017-03-30 12:00:00,0,279.48,0.0,0.0,90.0,0,4
2017-03-30 13:00:00,0,280.01,0.0,0.0,90.0,0,4
2017-03-30 14:00:00,0,281.22,0.0,0.0,90.0,0,4
2017-03-30 15:00:00,0,281.27,0.0,0.0,90.0,0,4
2017-03-30 16:00:00,0,281.55,0.0,0.0,90.0,0,4
2017-03-30 17:00:00,0,281.71,0.0,0.0,90.0,0,4
2017-03-30 18:00:00,0,281.79,0.0,0.0,90.0,0,4
2017-03-30 19:00:00,0,281.96,0.0,0.0,90.0,0,4
2017-03-30 20:00:00,0,281.79,0.0,0.0,90.0,0,4
2017-03-30 21:00:00,0,281.08,0.0,0.0,90.0,0,4
2017-03-30 22:00:00,0,280.62,0.0,0.0,90.0,0,4
2017-03-30 23:00:00,0,280.22,0.0,0.0,90.0,0,4
2017-03-31 00:00:00,0,279.56,0.0,0.0,90.0,0,4
2017-03-31 01:00:00,0,278.62,0.0,0.0,90.0,0,4
2017-03-31 02:00:00,0,277.62,0.0,0.0,90.0,0,4
2017-03-31 03:00:00,0,276.03,0.0,0.0,1.0,1,1
2017-03-31 04:00:00,0,274.36,0.0,0.0,1.0,1,1
2017-03-31 05:00:00,0,273.97,0.0,0.0,1.0,1,1
2017-03-31 06:00:00,0,273.35,0.0,0.0,1.0,1,1
2017-03-31 07:00:00,0,273.15,0.0,0.0,90.0,3,6
2017-03-31 08:00:00,0,273.52,0.0,0.0,40.0,0,2
2017-03-31 09:00:00,0,274.21,0.0,0.0,90.0,0,4
2017-03-31 10:00:00,0,275.22,0.0,0.0,90.0,3,6
2017-03-31 11:00:00,0,277.27,0.0,0.0,75.0,0,0
2017-03-31 12:00:00,0,279.02,0.0,0.0,40.0,0,2
2017-03-31 13:00:00,0,280.95,0.0,0.0,1.0,1,1
2017-03-31 14:00:00,0,282.83,0.0,0.0,75.0,0,0
2017-03-31 15:00:00,0,284.68,0.0,0.0,40.0,0,2
2017-03-31 16:00:00,0,285.77,0.0,0.0,40.0,0,2
2017-03-31 17:00:00,0,286.52,0.0,0.0,40.0,0,2
2017-03-31 18:00:00,0,287.08,0.0,0.0,40.0,0,2
2017-03-31 19:00:00,0,286.86,0.0,0.0,40.0,0,2
2017-03-31 20:00:00,0,284.4,0.0,0.0,40.0,0,2
2017-03-31 21:00:00,0,281.85,0.0,0.0,1.0,1,1
2017-03-31 22:00:00,0,278.82,0.0,0.0,1.0,1,1
2017-03-31 23:00:00,0,277.49,0.0,0.0,1.0,1,1
2017-04-01 00:00:00,0,276.76,0.0,0.0,1.0,1,1
2017-04-01 01:00:00,0,275.01,0.0,0.0,1.0,1,1
2017-04-01 02:00:00,0,275.16,0.0,0.0,1.0,1,1
2017-04-01 03:00:00,0,274.49,0.0,0.0,1.0,1,1
2017-04-01 04:00:00,0,274.22,0.0,0.0,1.0,1,1
2017-04-01 05:00:00,0,273.69,0.0,0.0,1.0,1,1
2017-04-01 06:00:00,0,273.65,0.0,0.0,1.0,1,1
2017-04-01 07:00:00,0,272.89,0.0,0.0,1.0,1,1
2017-04-01 08:00:00,0,273.09,0.0,0.0,1.0,1,1
2017-04-01 09:00:00,0,276.61,0.0,0.0,1.0,1,1
2017-04-01 10:00:00,0,281.7,0.0,0.0,1.0,1,1
2017-04-01 11:00:00,0,285.33,0.0,0.0,40.0,0,2
2017-04-01 12:00:00,0,287.54,0.0,0.0,40.0,0,2
2017-04-01 13:00:00,0,288.72,0.0,0.0,40.0,0,2
2017-04-01 14:00:00,0,289.75,0.0,0.0,1.0,1,1
2017-04-01 15:00:00,0,290.15,0.0,0.0,90.0,0,4
2017-04-01 16:00:00,0,290.37,0.0,0.0,40.0,0,2
2017-04-01 17:00:00,0,290.82,0.0,0.0,40.0,0,2
2017-04-01 18:00:00,0,290.68,0.0,0.0,40.0,0,2
2017-04-01 19:00:00,0,289.89,0.0,0.0,1.0,1,1
2017-04-01 20:00:00,0,287.97,0.0,0.0,1.0,1,1
2017-04-01 21:00:00,0,284.47,0.0,0.0,20.0,0,3
2017-04-01 22:00:00,0,282.29,0.0,0.0,1.0,1,1
2017-04-01 23:00:00,0,280.72,0.0,0.0,1.0,1,1
2017-04-02 00:00:00,0,279.66,0.0,0.0,1.0,1,1
2017-04-02 01:00:00,0,278.63,0.0,0.0,1.0,1,1
2017-04-02 02:00:00,0,277.89,0.0,0.0,1.0,1,1
2017-04-02 03:00:00,0,276.83,0.0,0.0,1.0,3,6
2017-04-02 04:00:00,0,276.89,0.0,0.0,1.0,1,1
2017-04-02 05:00:00,0,277.55,0.0,0.0,1.0,1,1
2017-04-02 06:00:00,0,276.95,0.0,0.0,1.0,1,1
2017-04-02 07:00:00,0,277.68,0.0,0.0,75.0,0,0
2017-04-02 08:00:00,0,279.02,0.0,0.0,75.0,6,10
2017-04-02 09:00:00,0,279.95,0.0,0.0,90.0,6,10
2017-04-02 10:00:00,0,281.46,0.0,0.0,75.0,0,0
2017-04-02 11:00:00,0,281.95,0.0,0.0,90.0,5,8
2017-04-02 12:00:00,0,564.7,0.0,0.0,180.0,11,19
2017-04-02 13:00:00,0,565.8,0.0,0.0,180.0,11,28
2017-04-02 14:00:00,0,566.58,0.0,0.0,180.0,11,18
2017-04-02 15:00:00,0,284.08,0.0,0.0,90.0,5,8
2017-04-02 16:00:00,0,569.64,0.0,0.0,180.0,11,19
2017-04-02 17:00:00,0,285.22,0.0,0.0,90.0,0,4
2017-04-02 18:00:00,0,285.02,0.0,0.0,90.0,0,4
2017-04-02 19:00:00,0,284.55,0.0,0.0,90.0,0,4
2017-04-02 20:00:00,0,284.15,0.0,0.0,90.0,0,4
2017-04-02 21:00:00,0,283.88,0.0,0.0,90.0,0,4
2017-04-02 22:00:00,0,283.08,0.0,0.0,75.0,6,10
2017-04-02 23:00:00,0,282.88,0.0,0.0,40.0,3,6
2017-04-03 00:00:00,0,282.55,0.0,0.0,75.0,3,6
2017-04-03 01:00:00,0,282.28,0.0,0.0,90.0,3,6
2017-04-03 02:00:00,0,281.81,0.0,0.0,75.0,3,6
2017-04-03 03:00:00,0,281.65,0.0,0.0,90.0,3,6
2017-04-03 04:00:00,0,562.96,0.0,0.0,180.0,10,19
2017-04-03 05:00:00,0,1125.6,0.0,0.0,360.0,20,37
2017-04-03 06:00:00,0,1125.12,0.0,0.0,360.0,20,37
2017-04-03 07:00:00,0,843.6299999999999,0.0,0.0,270.0,14,26
2017-04-03 08:00:00,0,843.6299999999999,0.0,0.0,270.0,14,26
2017-04-03 09:00:00,0,843.4499999999999,0.0,0.0,270.0,14,26
2017-04-03 10:00:00,0,844.9499999999999,0.0,0.0,270.0,14,26
2017-04-03 11:00:00,0,565.1,0.0,0.0,180.0,7,13
2017-04-03 12:00:00,0,566.54,0.0,0.0,180.0,7,13
2017-04-03 13:00:00,0,283.81,0.0,0.0,90.0,0,4
2017-04-03 14:00:00,0,284.27,0.0,0.0,90.0,3,6
2017-04-03 15:00:00,0,851.64,0.0,0.0,270.0,14,25
2017-04-03 16:00:00,0,567.3,0.0,0.0,180.0,8,21
2017-04-03 17:00:00,0,850.56,0.0,0.0,270.0,14,25
2017-04-03 18:00:00,0,566.8,0.0,0.0,180.0,11,18
2017-04-03 19:00:00,0,566.96,0.0,0.0,180.0,11,18
2017-04-03 20:00:00,0,566.86,0.0,0.0,180.0,11,18
2017-04-03 21:00:00,0,565.62,0.0,0.0,180.0,11,18
2017-04-03 22:00:00,0,565.1,0.0,0.0,150.0,11,18
2017-04-03 23:00:00,0,564.04,0.0,0.0,2.0,11,19
2017-04-04 00:00:00,0,845.46,0.0,0.0,120.0,14,25
2017-04-04 01:00:00,0,562.7,0.0,0.0,80.0,11,19
2017-04-04 02:00:00,0,562.16,0.0,0.0,150.0,11,18
2017-04-04 03:00:00,0,561.5,0.0,0.0,80.0,11,19
2017-04-04 04:00:00,0,280.62,0.0,0.0,1.0,5,8
2017-04-04 05:00:00,0,279.75,0.0,0.0,1.0,1,1
2017-04-04 06:00:00,0,279.71,0.0,0.0,1.0,1,1
2017-04-04 07:00:00,0,279.65,0.0,0.0,1.0,3,6
2017-04-04 08:00:00,0,279.48,0.0,0.0,1.0,3,6
2017-04-04 09:00:00,0,280.52,0.0,0.0,75.0,3,6
2017-04-04 10:00:00,0,282.28,0.0,0.0,75.0,0,0
2017-04-04 11:00:00,0,284.71,0.0,0.0,75.0,0,0
2017-04-04 12:00:00,0,286.08,0.0,0.0,1.0,1,1
2017-04-04 13:00:00,0,287.22,0.0,0.0,1.0,1,1
2017-04-04 14:00:00,0,287.82,0.0,0.0,75.0,0,0
2017-04-04 15:00:00,0,288.72,0.0,0.0,1.0,1,1
2017-04-04 16:00:00,0,288.87,0.0,0.0,1.0,1,1
2017-04-04 17:00:00,0,289.22,0.0,0.0,1.0,1,1
2017-04-04 18:00:00,0,288.94,0.0,0.0,1.0,1,1
2017-04-04 19:00:00,0,288.3,0.0,0.0,40.0,0,2
2017-04-04 20:00:00,0,286.16,0.0,0.0,1.0,1,1
2017-04-04 21:00:00,0,283.94,0.0,0.0,40.0,0,2
2017-04-04 22:00:00,0,282.02,0.0,0.0,1.0,1,1
2017-04-04 23:00:00,0,280.54,0.0,0.0,1.0,1,1
2017-04-05 00:00:00,0,279.11,0.0,0.0,1.0,1,1
2017-04-05 01:00:00,0,277.79,0.0,0.0,1.0,1,1
2017-04-05 02:00:00,0,276.29,0.0,0.0,1.0,1,1
2017-04-05 03:00:00,0,275.66,0.0,0.0,1.0,1,1
2017-04-05 04:00:00,0,275.09,0.0,0.0,1.0,4,7
2017-04-05 05:00:00,0,276.88,0.0,0.0,1.0,1,1
2017-04-05 06:00:00,0,277.28,0.0,0.0,1.0,1,1
2017-04-05 07:00:00,0,276.9,0.0,0.0,90.0,0,4
2017-04-05 08:00:00,0,277.4,0.0,0.0,90.0,0,4
2017-04-05 09:00:00,0,279.28,0.0,0.0,40.0,0,2
2017-04-05 10:00:00,0,280.35,0.0,0.0,90.0,0,4
2017-04-05 11:00:00,0,281.28,0.0,0.0,40.0,0,2
2017-04-05 12:00:00,0,282.15,0.0,0.0,90.0,0,4
2017-04-05 13:00:00,0,283.15,0.0,0.0,1.0,1,1
2017-04-05 14:00:00,0,283.58,0.0,0.0,75.0,0,0
2017-04-05 15:00:00,0,283.96,0.0,0.0,75.0,0,0
2017-04-05 16:00:00,0,284.84,0.0,0.0,90.0,0,4
2017-04-05 17:00:00,0,285.08,0.0,0.0,90.0,0,4
2017-04-05 18:00:00,0,284.96,0.0,0.0,90.0,0,4
2017-04-05 19:00:00,0,284.07,0.0,0.0,1.0,1,1
2017-04-05 20:00:00,0,281.75,0.0,0.0,1.0,1,1
2017-04-05 21:00:00,0,280.39,0.0,0.0,1.0,1,1
2017-04-05 22:00:00,0,279.83,0.0,0.0,1.0,1,1
2017-04-05 23:00:00,0,280.02,0.0,0.0,1.0,1,1
2017-04-06 00:00:00,0,278.82,0.0,0.0,1.0,1,1
2017-04-06 01:00:00,0,277.55,0.0,0.0,1.0,1,1
2017-04-06 02:00:00,0,277.09,0.0,0.0,1.0,1,1
2017-04-06 03:00:00,0,275.96,0.0,0.0,1.0,1,1
2017-04-06 04:00:00,0,275.14,0.0,0.0,1.0,1,1
2017-04-06 05:00:00,0,274.58,0.0,0.0,1.0,1,1
2017-04-06 06:00:00,0,274.28,0.0,0.0,1.0,1,1
2017-04-06 07:00:00,0,274.37,0.0,0.0,40.0,0,2
2017-04-06 08:00:00,0,275.15,0.0,0.0,1.0,1,1
2017-04-06 09:00:00,0,277.21,0.0,0.0,1.0,1,1
2017-04-06 10:00:00,0,279.27,0.0,0.0,1.0,1,1
2017-04-06 11:00:00,0,280.58,0.0,0.0,1.0,1,1
2017-04-06 12:00:00,0,282.35,0.0,0.0,1.0,1,1
2017-04-06 13:00:00,0,283.68,0.0,0.0,1.0,1,1
2017-04-06 14:00:00,0,568.26,0.0,0.0,2.0,2,2
2017-04-06 15:00:00,0,285.08,0.0,0.0,5.0,1,1
2017-04-06 16:00:00,0,285.22,0.0,0.0,1.0,1,1
2017-04-06 17:00:00,0,285.42,0.0,0.0,1.0,1,1
2017-04-06 18:00:00,0,284.95,0.0,0.0,1.0,1,1
2017-04-06 19:00:00,0,283.71,0.0,0.0,1.0,1,1
2017-04-06 20:00:00,0,281.4,0.0,0.0,1.0,1,1
2017-04-06 21:00:00,0,279.4,0.0,0.0,1.0,1,1
2017-04-06 22:00:00,0,276.96,0.0,0.0,1.0,1,1
2017-04-06 23:00:00,0,275.71,0.0,0.0,1.0,1,1
2017-04-07 00:00:00,0,274.4,0.0,0.0,1.0,1,1
2017-04-07 01:00:00,0,273.02,0.0,0.0,1.0,1,1
2017-04-07 02:00:00,0,271.57,0.0,0.0,1.0,1,1
2017-04-07 03:00:00,0,271.41,0.0,0.0,1.0,1,1
2017-04-07 04:00:00,0,271.02,0.0,0.0,1.0,1,1
2017-04-07 05:00:00,0,270.84,0.0,0.0,1.0,1,1
2017-04-07 06:00:00,0,270.46,0.0,0.0,1.0,1,1
2017-04-07 07:00:00,0,270.42,0.0,0.0,1.0,1,1
2017-04-07 08:00:00,0,279.35,0.0,0.0,1.0,1,1
2017-04-07 09:00:00,0,279.35,0.0,0.0,1.0,1,1
2017-04-07 10:00:00,0,282.55,0.0,0.0,1.0,1,1
2017-04-07 11:00:00,0,284.15,0.0,0.0,1.0,1,1
2017-04-07 12:00:00,0,285.15,0.0,0.0,1.0,1,1
2017-04-07 13:00:00,0,286.15,0.0,0.0,40.0,0,2
2017-04-07 14:00:00,0,287.27,0.0,0.0,1.0,1,1
2017-04-07 15:00:00,0,287.58,0.0,0.0,1.0,1,1
2017-04-07 16:00:00,0,288.15,0.0,0.0,75.0,0,0
2017-04-07 17:00:00,0,288.02,0.0,0.0,1.0,1,1
2017-04-07 18:00:00,0,287.65,0.0,0.0,75.0,0,0
2017-04-07 19:00:00,0,287.28,0.0,0.0,75.0,0,0
2017-04-07 20:00:00,0,286.09,0.0,0.0,75.0,0,0
2017-04-07 21:00:00,0,284.43,0.0,0.0,1.0,1,1
2017-04-07 22:00:00,0,284.02,0.0,0.0,1.0,1,1
2017-04-07 23:00:00,0,282.88,0.0,0.0,1.0,1,1
2017-04-08 00:00:00,0,282.41,0.0,0.0,1.0,1,1
2017-04-08 01:00:00,0,282.14,0.0,0.0,1.0,1,1
2017-04-08 02:00:00,0,281.68,0.0,0.0,1.0,1,1
2017-04-08 03:00:00,0,281.28,0.0,0.0,1.0,1,1
2017-04-08 04:00:00,0,280.9,0.0,0.0,1.0,1,1
2017-04-08 05:00:00,0,280.84,0.0,0.0,1.0,1,1
2017-04-08 06:00:00,0,280.52,0.0,0.0,1.0,1,1
2017-04-08 07:00:00,0,280.65,0.0,0.0,1.0,1,1
2017-04-08 08:00:00,0,280.77,0.0,0.0,1.0,1,1
2017-04-08 09:00:00,0,282.72,0.0,0.0,1.0,1,1
2017-04-08 10:00:00,0,284.41,0.0,0.0,75.0,0,0
2017-04-08 11:00:00,0,286.83,0.0,0.0,75.0,0,0
2017-04-08 12:00:00,0,290.48,0.0,0.0,1.0,1,1
2017-04-08 13:00:00,0,291.15,0.0,0.0,1.0,1,1
2017-04-08 14:00:00,0,292.4,0.0,0.0,1.0,1,1
2017-04-08 15:00:00,0,292.52,0.0,0.0,90.0,0,4
2017-04-08 16:00:00,0,293.08,0.0,0.0,75.0,0,0
2017-04-08 17:00:00,0,294.08,0.0,0.0,1.0,1,1
2017-04-08 18:00:00,0,294.28,0.0,0.0,1.0,1,1
2017-04-08 19:00:00,0,294.41,0.0,0.0,75.0,0,0
2017-04-08 20:00:00,0,294.15,0.0,0.0,75.0,0,0
2017-04-08 21:00:00,0,292.68,0.0,0.0,75.0,0,0
2017-04-08 22:00:00,0,291.94,0.0,0.0,1.0,1,1
2017-04-08 23:00:00,0,292.02,0.0,0.0,1.0,1,1
2017-04-09 00:00:00,0,291.75,0.0,0.0,1.0,1,1
2017-04-09 01:00:00,0,290.89,0.0,0.0,1.0,1,1
2017-04-09 02:00:00,0,289.56,0.0,0.0,1.0,1,1
2017-04-09 03:00:00,0,287.96,0.0,0.0,1.0,1,1
2017-04-09 04:00:00,0,286.69,0.0,0.0,1.0,1,1
2017-04-09 05:00:00,0,285.49,0.0,0.0,1.0,1,1
2017-04-09 06:00:00,0,284.36,0.0,0.0,1.0,1,1
2017-04-09 07:00:00,0,282.84,0.0,0.0,90.0,0,4
2017-04-09 08:00:00,0,282.85,0.0,0.0,90.0,0,4
2017-04-09 09:00:00,0,285.52,0.0,0.0,75.0,0,0
2017-04-09 10:00:00,0,287.94,0.0,0.0,1.0,1,1
2017-04-09 11:00:00,0,289.82,0.0,0.0,75.0,0,0
2017-04-09 12:00:00,0,292.42,0.0,0.0,75.0,0,0
2017-04-09 13:00:00,0,293.49,0.0,0.0,90.0,0,4
2017-04-09 14:00:00,0,293.56,0.0,0.0,75.0,0,0
2017-04-09 15:00:00,0,293.5,0.0,0.0,90.0,0,4
2017-04-09 16:00:00,0,292.78,0.0,0.0,90.0,6,10
2017-04-09 17:00:00,0,873.6600000000001,0.0,0.0,270.0,19,38
2017-04-09 18:00:00,0,578.84,0.0,0.0,180.0,13,27
2017-04-09 19:00:00,0,289.1,0.0,0.0,90.0,5,15
2017-04-09 20:00:00,0,576.46,0.0,0.0,180.0,13,27
2017-04-09 21:00:00,0,573.44,0.0,0.0,180.0,13,34
2017-04-09 22:00:00,0,572.06,0.0,0.0,150.0,13,34
2017-04-09 23:00:00,0,285.36,0.0,0.0,40.0,0,2
2017-04-10 00:00:00,0,285.16,0.0,0.0,40.0,8,19
2017-04-10 01:00:00,0,284.49,0.0,0.0,75.0,0,0
2017-04-10 02:00:00,0,284.15,0.0,0.0,90.0,0,4
2017-04-10 03:00:00,0,283.62,0.0,0.0,90.0,0,4
2017-04-10 04:00:00,0,283.02,0.0,0.0,90.0,0,4
2017-04-10 05:00:00,0,282.36,0.0,0.0,90.0,0,4
2017-04-10 06:00:00,0,281.16,0.0,0.0,90.0,0,4
2017-04-10 07:00:00,0,280.09,0.0,0.0,1.0,1,1
2017-04-10 08:00:00,0,279.95,0.0,0.0,75.0,0,0
2017-04-10 09:00:00,0,279.89,0.0,0.0,75.0,0,0
2017-04-10 10:00:00,0,279.89,0.0,0.0,75.0,0,0
2017-04-10 11:00:00,0,280.02,0.0,0.0,90.0,0,4
2017-04-10 12:00:00,0,280.09,0.0,0.0,90.0,0,4
2017-04-10 13:00:00,0,559.24,0.0,0.0,180.0,11,19
2017-04-10 14:00:00,0,558.72,0.0,0.0,180.0,11,26
2017-04-10 15:00:00,0,557.9,0.0,0.0,180.0,11,19
2017-04-10 16:00:00,0,555.3,0.0,0.0,180.0,11,26
2017-04-10 17:00:00,0,832.3799999999999,0.0,0.0,270.0,14,32
2017-04-10 18:00:00,0,828.8399999999999,0.0,0.0,270.0,14,25
2017-04-10 19:00:00,0,827.8499999999999,0.0,0.0,270.0,14,25
2017-04-10 20:00:00,0,1101.08,0.0,0.0,360.0,16,37
2017-04-10 21:00:00,0,824.1600000000001,0.0,0.0,270.0,10,26
2017-04-10 22:00:00,0,822.4499999999999,0.0,0.0,270.0,11,22
2017-04-10 23:00:00,0,822.27,0.0,0.0,270.0,11,22
2017-04-11 00:00:00,0,821.6999999999999,0.0,0.0,270.0,11,21
2017-04-11 01:00:00,0,821.31,0.0,0.0,270.0,10,26
2017-04-11 02:00:00,0,547.58,0.0,0.0,180.0,5,11
2017-04-11 03:00:00,0,820.3799999999999,0.0,0.0,270.0,10,19
2017-04-11 04:00:00,0,273.68,0.0,0.0,90.0,0,4
2017-04-11 05:00:00,0,273.53,0.0,0.0,90.0,0,4
2017-04-11 06:00:00,0,273.4,0.0,0.0,90.0,0,4
2017-04-11 07:00:00,0,273.79,0.0,0.0,90.0,0,4
2017-04-11 08:00:00,0,273.88,0.0,0.0,90.0,0,4
2017-04-11 09:00:00,0,274.0,0.0,0.0,90.0,0,4
2017-04-11 10:00:00,0,275.01,0.0,0.0,90.0,0,4
2017-04-11 11:00:00,0,275.86,0.0,0.0,75.0,0,0
2017-04-11 12:00:00,0,277.21,0.0,0.0,40.0,4,7
2017-04-11 13:00:00,0,279.77,0.0,0.0,40.0,0,2
2017-04-11 14:00:00,0,280.14,0.0,0.0,40.0,0,2
2017-04-11 15:00:00,0,282.34,0.0,0.0,40.0,0,2
2017-04-11 16:00:00,0,283.02,0.0,0.0,40.0,0,2
2017-04-11 17:00:00,0,283.88,0.0,0.0,1.0,1,1
2017-04-11 18:00:00,0,284.28,0.0,0.0,1.0,1,1
2017-04-11 19:00:00,0,284.28,0.0,0.0,1.0,1,1
2017-04-11 20:00:00,0,283.09,0.0,0.0,1.0,1,1
2017-04-11 21:00:00,0,280.78,0.0,0.0,1.0,1,1
2017-04-11 22:00:00,0,278.72,0.0,0.0,1.0,1,1
2017-04-11 23:00:00,0,277.65,0.0,0.0,1.0,1,1
2017-04-12 00:00:00,0,276.29,0.0,0.0,1.0,1,1
2017-04-12 01:00:00,0,275.89,0.0,0.0,1.0,1,1
2017-04-12 02:00:00,0,276.22,0.0,0.0,1.0,1,1
2017-04-12 03:00:00,0,276.02,0.0,0.0,1.0,1,1
2017-04-12 04:00:00,0,275.89,0.0,0.0,1.0,1,1
2017-04-12 05:00:00,0,552.84,0.0,0.0,150.0,11,19
2017-04-12 06:00:00,0,277.48,0.0,0.0,75.0,5,15
2017-04-12 07:00:00,0,278.02,0.0,0.0,90.0,5,8
2017-04-12 08:00:00,0,278.75,0.0,0.0,90.0,5,8
2017-04-12 09:00:00,0,279.62,0.0,0.0,90.0,0,4
2017-04-12 10:00:00,0,280.43,0.0,0.0,90.0,0,4
2017-04-12 11:00:00,0,281.35,0.0,0.0,1.0,1,1
2017-04-12 12:00:00,0,284.21,0.0,0.0,75.0,0,0
2017-04-12 13:00:00,0,285.22,0.0,0.0,75.0,0,0
2017-04-12 14:00:00,0,285.49,0.0,0.0,75.0,0,0
2017-04-12 15:00:00,0,285.95,0.0,0.0,90.0,0,4
2017-04-12 16:00:00,0,572.3,0.0,0.0,150.0,11,26
2017-04-12 17:00:00,0,570.8,0.0,0.0,150.0,11,26
2017-04-12 18:00:00,0,568.94,0.0,0.0,180.0,11,25
2017-04-12 19:00:00,0,566.94,0.0,0.0,180.0,11,25
2017-04-12 20:00:00,0,847.02,0.0,0.0,270.0,14,31
2017-04-12 21:00:00,0,564.18,0.0,0.0,180.0,8,14
2017-04-12 22:00:00,0,845.52,0.0,0.0,270.0,14,31
2017-04-12 23:00:00,0,844.0500000000001,0.0,0.0,270.0,14,32
2017-04-13 00:00:00,0,844.1999999999999,0.0,0.0,270.0,14,25
2017-04-13 01:00:00,0,843.8399999999999,0.0,0.0,120.0,14,31
2017-04-13 02:00:00,0,562.3,0.0,0.0,150.0,9,17
2017-04-13 03:00:00,0,281.41,0.0,0.0,90.0,4,7
2017-04-13 04:00:00,0,281.41,0.0,0.0,90.0,4,7
